Unnamed: 0,Name,Symbol,Exchange,Sector,Industry,href
,Osaka Yuka Industry,4124,Tokyo,Basic Materials,Chemicals,/equities/osaka-yuka-indastry-ltd
,Sanwayuka Industry,4125,Tokyo,Basic Materials,Chemicals,/equities/sanwayuka-industry
,Kyowa Kirin,4151,Tokyo,Healthcare,Pharmaceuticals,"/equities/kyowa-hakko-kirin-co.,-ltd."
,Plaid,4165,Tokyo,Technology,Software & IT Services,/equities/plaid
,Cacco,4166,Tokyo,Technology,Software & IT Services,/equities/cacco
,Kokopelli,4167,Tokyo,Technology,Software & IT Services,/equities/kokopelli
,Yappli,4168,Tokyo,Technology,Software & IT Services,/equities/yappli-inc
,Enechange,4169,Tokyo,Technology,Software & IT Services,/equities/enechange
,Kaizen Platform,4170,Tokyo,Technology,Software & IT Services,/equities/kaizen-platform-inc
,Global Info,4171,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/global-information-inc
,Towa Hi,4172,Tokyo,Technology,Software & IT Services,/equities/towa-hi-system-co-ltd
,Wacul,4173,Tokyo,Technology,Software & IT Services,/equities/wacul
,Appirits,4174,Tokyo,Technology,Software & IT Services,/equities/appirits
,Coly,4175,Tokyo,Technology,Software & IT Services,/equities/coly
,Coconala,4176,Tokyo,Technology,Software & IT Services,/equities/coconala
,IPlug,4177,Tokyo,Industrials,Professional & Commercial Services,/equities/iplug
,Sharing Innovations,4178,Tokyo,Technology,Software & IT Services,/equities/sharing-innovations
,GNext,4179,Tokyo,Technology,Software & IT Services,/equities/gnext
,Appier Group,4180,Tokyo,Technology,Software & IT Services,/equities/appier-group
,Mitsubishi Gas Chemical Co Inc,4182,Tokyo,Basic Materials,Chemicals,/equities/mitsubishi-gas-chemical-co-inc
,"Mitsui Chemicals, Inc.",4183,Tokyo,Basic Materials,Chemicals,"/equities/mitsui-chemicals,-inc."
,Jsr Cor,4185,Tokyo,Basic Materials,Chemicals,/equities/jsr-cor
,Tokyo Ohka Kogyo,4186,Tokyo,Basic Materials,Chemicals,/equities/tokyo-ohka-kogyo
,Osaka Organic Chemical,4187,Tokyo,Basic Materials,Chemicals,/equities/osaka-organic-chemical
,Mitsubishi Chemical Holdings Corp,4188,Tokyo,Basic Materials,Chemicals,/equities/mitsubishi-chemical-holdings-corp
,KH Neochem,4189,Tokyo,Basic Materials,Chemicals,/equities/kh-neochem-co-ltd
,SpiderPlus Co,4192,Tokyo,Technology,Software & IT Services,/equities/spiderplus
,Fabrica Communications Co,4193,Tokyo,Technology,Software & IT Services,/equities/fabrica-communications-co
,Visional,4194,Tokyo,Industrials,Professional & Commercial Services,/equities/visional
,Neo Marketing,4196,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/neo-marketing
,Asmarq,4197,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/asmarq
,Tenda Co,4198,Tokyo,Technology,Software & IT Services,/equities/tenda
,Wonderplanet,4199,Tokyo,Technology,Software & IT Services,/equities/wonderplanet
,Hcs Holdings Co,4200,Tokyo,Technology,Software & IT Services,/equities/hcs-holdings-co
,Daicel Corp,4202,Tokyo,Basic Materials,Chemicals,/equities/daicel-corp
,Sumitomo Bakelite Co Ltd,4203,Tokyo,Basic Materials,Chemicals,/equities/sumitomo-bakelite-co-ltd
,Sekisui Chemical Co Ltd,4204,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/sekisui-chemical-co-ltd
,Zeon Corp,4205,Tokyo,Basic Materials,Chemicals,/equities/zeon-corp
,Aica Kogyo,4206,Tokyo,Basic Materials,Chemicals,/equities/aica-kogyo
,Ube Industries,4208,Tokyo,Basic Materials,Chemicals,"/equities/ube-industries,-ltd."
,Sekisui Jushi Corp,4212,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/sekisui-jushi-corp
,Takiron Co Ltd,4215,Tokyo,Basic Materials,Chemicals,/equities/takiron-co-ltd
,Asahi Organic Chemicals,4216,Tokyo,Basic Materials,Chemicals,/equities/asahi-organic-chemicals
,Nichiban Co Ltd,4218,Tokyo,Industrials,Professional & Commercial Services,/equities/nichiban-co-ltd
,Riken Technos Corp,4220,Tokyo,Basic Materials,Chemicals,/equities/riken-technos-corp
,Okura Industrial,4221,Tokyo,Basic Materials,Containers & Packaging,/equities/okura-industrial
,Kodama Chemical Industry,4222,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/kodama-chemical-industry-co-ltd
,Lonseal,4224,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,/equities/lonseal-corp
,Sekisui Plastics,4228,Tokyo,Basic Materials,Chemicals,/equities/sekisui-plastics
,Gun Ei Chemical Industry,4229,Tokyo,Basic Materials,Chemicals,/equities/gun-ei-chemical-industry
,Tigers Polymer Corp,4231,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/tigers-polymer-corp
,Sun A. Kaken,4234,Tokyo,Basic Materials,Containers & Packaging,/equities/sun-a--kaken-co-ltd
,Ultrafabrics Holdings,4235,Tokyo,Consumer Cyclicals,Textiles & Apparel,/equities/daiichi-kasei-co-ltd
,Fujipream,4237,Tokyo,Technology,Electronic Equipment & Parts,/equities/fujipream-corp
,Miraial Co Ltd,4238,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/miraial-co-ltd
,Cluster Tech,4240,Tokyo,Technology,Electronic Equipment & Parts,/equities/cluster-technology-co-ltd
,Atect,4241,Tokyo,Healthcare,Healthcare Equipment & Supplies,/equities/atect-corp
,Takagi Seiko,4242,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/takagi-seiko-corp
,Nix,4243,Tokyo,Basic Materials,Chemicals,/equities/nix-inc
,Daiki Axis Co Ltd,4245,Tokyo,Industrials,Professional & Commercial Services,/equities/daiki-axis-co-ltd
,DaikyoNishikawa,4246,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/daikyonishikawa
,Poval Kogyo,4247,Tokyo,Basic Materials,Chemicals,/equities/poval-kogyo
,Takemoto Yohki,4248,Tokyo,Basic Materials,Containers & Packaging,/equities/takemoto-yohki-co-ltd
,Moriroku,4249,Tokyo,Basic Materials,Chemicals,/equities/moriroku-holdings
,Frontier,4250,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/frontier
,Keiwa,4251,Tokyo,Basic Materials,Chemicals,/equities/keiwa-inc
,Thecoo,4255,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/thecoo
,CYND,4256,Tokyo,Technology,Software & IT Services,/equities/cynd
,Evixar,4257,Tokyo,Technology,Software & IT Services,/equities/evixar
,Amiya,4258,Tokyo,Technology,Software & IT Services,/equities/amiya
,ExaWizards,4259,Tokyo,Technology,Software & IT Services,/equities/exawizards
,Hybrid Technologies,4260,Tokyo,Technology,Software & IT Services,/equities/hybrid-technologies
,AsiaQuest,4261,Tokyo,Technology,Software & IT Services,/equities/asiaquest
,NIFTY Lifestyle,4262,Tokyo,Technology,Software & IT Services,/equities/nifty-lifestyle
,Susmed,4263,Tokyo,Technology,Software & IT Services,/equities/susmed
,SECURE,4264,Tokyo,Technology,Software & IT Services,/equities/secure
,Institution For A Global Society,4265,Tokyo,Technology,Software & IT Services,/equities/institution-for-a-global-society
,Lightworks,4267,Tokyo,Technology,Software & IT Services,/equities/lightworks
,EDGE Technology,4268,Tokyo,Technology,Software & IT Services,/equities/edge-technology
,BeeX,4270,Tokyo,Technology,Software & IT Services,/equities/beex
,Nippon Kayaku,4272,Tokyo,Basic Materials,Chemicals,"/equities/nippon-kayaku-co.,-ltd."
,Hosoya Pyro-Engineering,4274,Tokyo,Basic Materials,Chemicals,/equities/hosoya-pyro-engineering-co-ltd
,Carlit Holdings,4275,Tokyo,Basic Materials,Chemicals,/equities/carlit-holdings
,Solxyz,4284,Tokyo,Technology,Software & IT Services,/equities/solxyz-co-ltd
,CL Holdings,4286,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/legs-co-ltd
,Justplanning,4287,Tokyo,Technology,Software & IT Services,/equities/justplanning-inc
,Asgent,4288,Tokyo,Technology,Software & IT Services,/equities/asgent-inc
,Prestige International,4290,Tokyo,Industrials,Professional & Commercial Services,/equities/prestige-international
,Septeni,4293,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/septeni-holdings-co-ltd
,Faith Inc,4295,Tokyo,Technology,Software & IT Services,/equities/faith-inc
,Proto,4298,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/proto-corp
,Himacs Ltd,4299,Tokyo,Technology,Software & IT Services,/equities/himacs-ltd
,Amuse Inc,4301,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/amuse-inc
,Estore,4304,Tokyo,Technology,Software & IT Services,/equities/estore-corp
,Nomura Research,4307,Tokyo,Technology,Software & IT Services,/equities/nomura-research-institute-ltd
,J-Stream,4308,Tokyo,Technology,Software & IT Services,/equities/j-stream
,Dream Incubator Inc,4310,Tokyo,Financials,Insurance,/equities/dream-incubator-inc
,Cybernet Systems,4312,Tokyo,Technology,Software & IT Services,/equities/cybernet-systems
,Bemap,4316,Tokyo,Technology,Software & IT Services,/equities/bemap-inc
,Ray,4317,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/ray-corp
,Quick Co Ltd,4318,Tokyo,Industrials,Professional & Commercial Services,/equities/quick-co-ltd
,TAC Co Ltd,4319,Tokyo,Academic & Educational Services,Miscellaneous Educational Service Providers,/equities/tac-co-ltd
,CE Holdings Co Ltd,4320,Tokyo,Technology,Software & IT Services,/equities/ce-holdings-co-ltd
,Japan System Techniques,4323,Tokyo,Technology,Software & IT Services,/equities/japan-system-techniques-co-ltd
,Dentsu Inc.,4324,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/dentsu-inc.
,Intage Holdings Inc,4326,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/intage-holdings-inc
,SHL-Japan,4327,Tokyo,Industrials,Professional & Commercial Services,/equities/shl-japan-ltd
,Take And Give Needs,4331,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/take-and-give-needs
,Toho System Science,4333,Tokyo,Technology,Software & IT Services,/equities/toho-system-science
,Yuke’s,4334,Tokyo,Consumer Cyclicals,Hotels & Entertainment Services,/equities/yukes-co-ltd
,IPS,4335,Tokyo,Technology,Software & IT Services,/equities/ips-co-ltd
,Pia Corp,4337,Tokyo,Consumer Cyclicals,Hotels & Entertainment Services,/equities/pia-corp
,Seiryo Electric,4341,Tokyo,Technology,Communications & Networking,/equities/seiryo-electric-corp
,Aeon Fantasy Co Ltd,4343,Tokyo,Consumer Cyclicals,Hotels & Entertainment Services,/equities/aeon-fantasy-co-ltd
,Sourcenext Corp,4344,Tokyo,Technology,Software & IT Services,/equities/sourcenext-corp
,CTS Co Ltd,4345,Tokyo,Industrials,Professional & Commercial Services,/equities/cts-co-ltd
,Nexyz. Corp,4346,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",/equities/nexyz.-corp
,Broadmedia,4347,Tokyo,Consumer Cyclicals,Media & Publishing,/equities/broadmedia-corp
,Infocom,4348,Tokyo,Technology,Software & IT Services,/equities/infocom-corp
,Medical System Network,4350,Tokyo,Consumer Non-Cyclicals,Food & Drug Retailing,/equities/medical-system-network
,Yamada Servicer Synthetic Office,4351,Tokyo,Industrials,Professional & Commercial Services,/equities/yamada-servicer-synthetic-office-co
,Longlife,4355,Tokyo,Healthcare,Healthcare Providers & Services,/equities/longlife-holding-co-ltd
,Applied Tech,4356,Tokyo,Technology,Software & IT Services,/equities/applied-technology-co-ltd
,MANAC Chemical Partners Co,4360,Tokyo,Basic Materials,Chemicals,/equities/manac-incorporated
,Kawaguchi Chemical Industry,4361,Tokyo,Basic Materials,Chemicals,/equities/kawaguchi-chemical-industry-co-ltd
,Nippon Fine Chemical,4362,Tokyo,Basic Materials,Chemicals,/equities/nippon-fine-chemical
,Matsumoto Yushi Seiyaku,4365,Tokyo,Basic Materials,Chemicals,/equities/matsumoto-yushi-seiyaku-co-ltd
,Daito Chemix,4366,Tokyo,Basic Materials,Chemicals,/equities/daito-chemix-corp
,Koei Chemical,4367,Tokyo,Basic Materials,Chemicals,/equities/koei-chemical-co-ltd
,Fuso Chemical,4368,Tokyo,Basic Materials,Chemicals,/equities/fuso-chemical-co-ltd
,Tri Chemical Laboratories,4369,Tokyo,Basic Materials,Chemicals,/equities/tri-chemical-laboratories-inc
,Mobilus,4370,Tokyo,Technology,Software & IT Services,/equities/mobilus
,Core Concept Technologies,4371,Tokyo,Technology,Software & IT Services,/equities/core-concept-technologies
,Ymirlink,4372,Tokyo,Technology,Software & IT Services,/equities/ymirlink
,Simplex Holdings,4373,Tokyo,Technology,Software & IT Services,/equities/simplex-holdings
,Robot Payment,4374,Tokyo,Industrials,Professional & Commercial Services,/equities/robot-payment
,Safie,4375,Tokyo,Technology,Software & IT Services,/equities/safie
,Kufu,4376,Tokyo,Technology,Software & IT Services,/equities/kufu-company-inc
,One Career,4377,Tokyo,Technology,Software & IT Services,/equities/one-career
,CINC,4378,Tokyo,Technology,Software & IT Services,/equities/cinc
,Photosynth,4379,Tokyo,Industrials,Professional & Commercial Services,/equities/photosynth
,M-Mart,4380,Tokyo,Technology,Software & IT Services,/equities/m-mart-inc
,BPLATS,4381,Tokyo,Technology,Software & IT Services,/equities/bplats-inc
,HEROZ,4382,Tokyo,Technology,Software & IT Services,/equities/heroz-inc
,Raksul,4384,Tokyo,Technology,Software & IT Services,/equities/raksul-inc
,Mercari,4385,Tokyo,Technology,Software & IT Services,/equities/mercari
,SIG,4386,Tokyo,Technology,Software & IT Services,/equities/sig-co
,ZUU,4387,Tokyo,Industrials,Professional & Commercial Services,/equities/zuu-co
,AI Inc,4388,Tokyo,Technology,Software & IT Services,/equities/ai-inc
,Property Data Bank,4389,Tokyo,Technology,Software & IT Services,/equities/property-data-bank
,IPS Inc,4390,Tokyo,Technology,Telecommunications Services,/equities/ips-inc
,Logizard,4391,Tokyo,Technology,Software & IT Services,/equities/logizard
,Future Innovation,4392,Tokyo,Technology,Software & IT Services,/equities/mobile-create
,Bank Innovation,4393,Tokyo,Technology,Software & IT Services,/equities/bank-of-innovation
,eXmotion,4394,Tokyo,Technology,Software & IT Services,/equities/exmotion-co
,Accrete,4395,Tokyo,Industrials,Professional & Commercial Services,/equities/accrete-inc
,System Support,4396,Tokyo,Technology,Software & IT Services,/equities/system-support-inc
,TeamSpirit,4397,Tokyo,Technology,Software & IT Services,/equities/teamspirit-inc
,BroadBand Security,4398,Tokyo,Technology,Software & IT Services,/equities/broadband-security-inc
,Adeka Corp,4401,Tokyo,Basic Materials,Chemicals,/equities/adeka-corp
,NOF Corp,4403,Tokyo,Basic Materials,Chemicals,/equities/nof-corp
,Miyoshi Oil Fat,4404,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,/equities/miyoshi-oil-fat
,New Japan Chemical,4406,Tokyo,Basic Materials,Chemicals,/equities/new-japan-chemical
,Toho Chemical Industry,4409,Tokyo,Basic Materials,Chemicals,/equities/toho-chemical-industry-co-ltd
,Harima Chemicals Group,4410,Tokyo,Basic Materials,Chemicals,/equities/harima-chemicals-group
,Science Arts,4412,Tokyo,Technology,Software & IT Services,/equities/science-arts
,Baudroie,4413,Tokyo,Technology,Software & IT Services,/equities/baudroie
,Flect,4414,Tokyo,Technology,Software & IT Services,/equities/flect
,Broad Enterprise,4415,Tokyo,Technology,Communications & Networking,/equities/broad-enterprise
,True Data,4416,Tokyo,Technology,Software & IT Services,/equities/true-data
,Global Security Experts,4417,Tokyo,Technology,Software & IT Services,/equities/global-security-experts
,Japan Data Science Consortium,4418,Tokyo,Technology,Software & IT Services,/equities/japan-data-science-consortium
,Finatext Holdings,4419,Tokyo,Technology,Software & IT Services,/equities/finatext-holdings
,eSOL,4420,Tokyo,Technology,Software & IT Services,/equities/esol-co
,D.I.System,4421,Tokyo,Technology,Software & IT Services,/equities/d-i-system
,Valuenex Japan,4422,Tokyo,Industrials,Professional & Commercial Services,/equities/valuenex-japan
,ARTERIA Networks,4423,Tokyo,Technology,Telecommunications Services,/equities/arteria-networks-corp
,Amazia,4424,Tokyo,Technology,Software & IT Services,/equities/amazia-inc
,Kudan,4425,Tokyo,Technology,Software & IT Services,/equities/kudan
,EduLab,4427,Tokyo,Academic & Educational Services,Miscellaneous Educational Service Providers,/equities/edulab-inc
,Sinops,4428,Tokyo,Technology,Software & IT Services,/equities/link-inc
,Ricksoft,4429,Tokyo,Technology,Software & IT Services,/equities/ricksoft-co
,Tokai Soft,4430,Tokyo,Technology,Software & IT Services,/equities/tokai-soft-co
,Smaregi,4431,Tokyo,Technology,Software & IT Services,/equities/smaregi-inc
,WingArc1st,4432,Tokyo,Technology,Software & IT Services,/equities/wingarc1st-inc
,Hito Com,4433,Tokyo,Industrials,Professional & Commercial Services,/equities/hito-communications
,Serverworks,4434,Tokyo,Technology,Software & IT Services,/equities/serverworks-co-ltd
,Kaonavi,4435,Tokyo,Technology,Software & IT Services,/equities/kaonvavi-inc
,Minkabu The Infonoid,4436,Tokyo,Industrials,Professional & Commercial Services,/equities/minkabu-the-infonoid-inc
,gooddays holdings,4437,Tokyo,Technology,Software & IT Services,/equities/gooddays-holdings-inc
,Welby,4438,Tokyo,Technology,Software & IT Services,/equities/welby-inc
,Toumei,4439,Tokyo,Technology,Communications & Networking,/equities/toumei-co-ltd
,Witz,4440,Tokyo,Technology,Software & IT Services,/equities/witz
,Tobila Systems,4441,Tokyo,Technology,Software & IT Services,/equities/tobila-systems-inc
,Valtes,4442,Tokyo,Technology,Software & IT Services,/equities/valtes-co
,Sansan,4443,Tokyo,Technology,Software & IT Services,/equities/sansan-inc
,Infonet Inc,4444,Tokyo,Technology,Software & IT Services,/equities/infonet-inc
,Living Technologies,4445,Tokyo,Technology,Software & IT Services,/equities/living-technologies-inc
,Link U,4446,Tokyo,Technology,Software & IT Services,/equities/link-u-inc
,PBsystemsInc,4447,Tokyo,,,/equities/pbsystemsinc
,Chatwork,4448,Tokyo,Technology,Software & IT Services,/equities/chatwork-co-ltd
,Giftee,4449,Tokyo,Technology,Software & IT Services,/equities/giftee-inc
,Power Solutions,4450,Tokyo,Technology,Software & IT Services,/equities/power-solutions-ltd
,Kao Corp.,4452,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/kao-corp.
,DKS Co Ltd,4461,Tokyo,Basic Materials,Chemicals,/equities/dks-co-ltd
,Ishihara Chemical,4462,Tokyo,Basic Materials,Chemicals,/equities/ishihara-chemical-co-ltd
,Nicca Chemical Co Ltd,4463,Tokyo,Basic Materials,Chemicals,/equities/nicca-chemical-co-ltd
,Soft99,4464,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,/equities/soft99-corp
,Niitaka Co Ltd,4465,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,/equities/niitaka-co-ltd
,Sanyo Chemical Industries,4471,Tokyo,Basic Materials,Chemicals,/equities/sanyo-chemical-industries
,Hennge Kk,4475,Tokyo,Technology,Software & IT Services,/equities/hennge-kk
,Ai Cross,4476,Tokyo,Technology,Software & IT Services,/equities/ai-cross-inc
,Base,4477,Tokyo,Technology,Software & IT Services,/equities/base-inc
,Freee Kk,4478,Tokyo,Technology,Software & IT Services,/equities/freee-kk
